county_name,fips,state_name,lat,lng
Tioga,42117,Pennsylvania,41.7722,-77.2543
Gratiot,26057,Michigan,43.2927,-84.6049
Orleans,36073,New York,43.2521,-78.2312
Shawano,55115,Wisconsin,44.7892,-88.7654
Mercer,39107,Ohio,40.5399,-84.6294
Hendry,12051,Florida,26.5535,-81.1659
Warren,47177,Tennessee,35.6787,-85.7785
Avoyelles,22009,Louisiana,31.0762,-92.0014
Ottawa,39123,Ohio,41.5381,-83.1409
Tallapoosa,01123,Alabama,32.8624,-85.7975
Tift,13277,Georgia,31.4574,-83.5266
Snyder,42109,Pennsylvania,40.7698,-77.0702
Levy,12075,Florida,29.3184,-82.7436
Marinette,55075,Wisconsin,45.383,-88.0334
Wyoming,36121,New York,42.7024,-78.2245
Wayne,54099,West Virginia,38.1459,-82.427
Nez Perce,16069,Idaho,46.3268,-116.7502
Cheatham,47021,Tennessee,36.2611,-87.0867
Fayette,47047,Tennessee,35.1971,-89.4144
Benton,27009,Minnesota,45.6991,-93.9988
Howell,29091,Missouri,36.774,-91.8865
Cooke,48097,Texas,33.6393,-97.2126
Marshall,19127,Iowa,42.0358,-92.9988
Harrison,18061,Indiana,38.1952,-86.1113
Fremont,56013,Wyoming,43.0405,-108.6305
Mower,27099,Minnesota,43.6714,-92.7525
Campbell,47013,Tennessee,36.4035,-84.1494
Knox,23013,Maine,44.141,-69.1686
Warren,42123,Pennsylvania,41.8145,-79.2741
Murray,13213,Georgia,34.7884,-84.7481
Waldo,23027,Maine,44.5028,-69.1454
Pike,28113,Mississippi,31.1749,-90.4042
Pasquotank,37139,North Carolina,36.2955,-76.284
Latah,16057,Idaho,46.8162,-116.7117
Warren,51187,Virginia,38.9087,-78.2085
Union,05139,Arkansas,33.1713,-92.5972
Isanti,27059,Minnesota,45.5615,-93.2951
Des Moines,19057,Iowa,40.9232,-91.1815
Person,37145,North Carolina,36.39,-78.9718
McClain,40087,Oklahoma,35.0093,-97.4443
Webster,22119,Louisiana,32.7135,-93.335
LaGrange,18087,Indiana,41.6426,-85.4265
Rio Arriba,35039,New Mexico,36.5096,-106.6931
Dallas,01047,Alabama,32.326,-87.1065
Guernsey,39059,Ohio,40.052,-81.4943
Clatsop,41007,Oregon,45.9951,-123.6558
Madison,16065,Idaho,43.7841,-111.6592
Crawford,20037,Kansas,37.5073,-94.8518
Franklin,17055,Illinois,37.9923,-88.9242
Brown,46013,South Dakota,45.5898,-98.3516
Clinton,42035,Pennsylvania,41.2341,-77.6382
Champaign,39021,Ohio,40.1377,-83.7695
Calloway,21035,Kentucky,36.621,-88.2722
Natchitoches,22069,Louisiana,31.7235,-93.0962
Okmulgee,40111,Oklahoma,35.6466,-95.9643
Clarion,42031,Pennsylvania,41.1924,-79.421
Woodford,17203,Illinois,40.7882,-89.2111
Webster,29225,Missouri,37.2809,-92.8759
Scott,29201,Missouri,37.053,-89.5685
Wise,51195,Virginia,36.9752,-82.6212
Amador,06005,California,38.4464,-120.6511
Albany,56001,Wyoming,41.6545,-105.7238
Pontotoc,40123,Oklahoma,34.7281,-96.6844
Montgomery,18107,Indiana,40.0404,-86.8933
Lawrence,29109,Missouri,37.1064,-93.833
Newberry,45071,South Carolina,34.2898,-81.6001
Defiance,39039,Ohio,41.3239,-84.4905
Oconee,13219,Georgia,33.835,-83.4371
Prince George,51149,Virginia,37.1865,-77.2242
Graham,04009,Arizona,32.9326,-109.8875
Jefferson,17081,Illinois,38.3005,-88.924
Cass,18017,Indiana,40.7615,-86.346
Brown,48049,Texas,31.7743,-98.9998
Marion,17121,Illinois,38.6496,-88.919
Oconto,55083,Wisconsin,45.0262,-88.2692
Clinton,17027,Illinois,38.6065,-89.4225
Chippewa,26033,Michigan,46.3053,-84.5777
Yadkin,37197,North Carolina,36.1605,-80.6652
Colleton,45029,South Carolina,32.8636,-80.6669
Douglas,27041,Minnesota,45.9337,-95.4535
Essex,36031,New York,44.1172,-73.7726
Independence,05063,Arkansas,35.7415,-91.5697
Dyer,47045,Tennessee,36.0591,-89.4138
Putnam,18133,Indiana,39.6663,-86.845
Boone,05009,Arkansas,36.3086,-93.0915
Graves,21083,Kentucky,36.7231,-88.6512
Gloucester,51073,Virginia,37.416,-76.5434
Alexander,37003,North Carolina,35.921,-81.177
Covington,01039,Alabama,31.2485,-86.4513
Talbot,24041,Maryland,38.7713,-76.0971
Alcorn,28003,Mississippi,34.8808,-88.5803
Knox,18083,Indiana,38.6891,-87.418
Bryan,13029,Georgia,32.0145,-81.4436
Escambia,01053,Alabama,31.1261,-87.1616
Beauregard,22011,Louisiana,30.6484,-93.3434
Jasper,19099,Iowa,41.686,-93.0538
DeSoto,12027,Florida,27.1864,-81.8095
Green,55045,Wisconsin,42.68,-89.6022
Addison,50001,Vermont,44.0309,-73.1408
Greene,42059,Pennsylvania,39.8538,-80.2229
Williams,39171,Ohio,41.5603,-84.5882
Matagorda,48321,Texas,28.8212,-96.011
Finney,20055,Kansas,38.0443,-100.737
Steele,27147,Minnesota,44.0223,-93.226
Dodge,31053,Nebraska,41.5779,-96.654
Isle of Wight,51093,Virginia,36.8913,-76.7258
Coshocton,39031,Ohio,40.3017,-81.92
Webster,19187,Iowa,42.4279,-94.1818
Hopkins,48223,Texas,33.1496,-95.564
Floyd,21071,Kentucky,37.5571,-82.7457
Huntington,18069,Indiana,40.8292,-85.4881
Howard,48227,Texas,32.3062,-101.4356
Dare,37055,North Carolina,35.7795,-75.798
Whitley,21235,Kentucky,36.7581,-84.1452
Uintah,49047,Utah,40.1248,-109.5186
Scotts Bluff,31157,Nebraska,41.8506,-103.708
Houghton,26061,Michigan,46.8978,-88.6874
Louisa,51109,Virginia,37.9782,-77.9629
Livingston,17105,Illinois,40.8916,-88.5577
Delta,26041,Michigan,45.9191,-86.9242
Perry,39127,Ohio,39.7371,-82.2361
Orange,51137,Virginia,38.2462,-78.0137
Clark,21049,Kentucky,37.9708,-84.1474
McLeod,27085,Minnesota,44.8236,-94.2724
Miami,18103,Indiana,40.7695,-86.045
Bennington,50003,Vermont,43.0354,-73.093
Hill,48217,Texas,31.9907,-97.1324
Monroe,28095,Mississippi,33.8923,-88.4805
Carlton,27017,Minnesota,46.5924,-92.677
Marshall,28093,Mississippi,34.7623,-89.5031
Ware,13299,Georgia,31.0538,-82.4237
Greenup,21089,Kentucky,38.5457,-82.9223
Cocke,47029,Tennessee,35.9254,-83.1212
Laclede,29105,Missouri,37.6583,-92.5903
Barry,29009,Missouri,36.7099,-93.8291
Jasper,48241,Texas,30.744,-94.0251
Sagadahoc,23023,Maine,43.9598,-69.8546
Oneida,55085,Wisconsin,45.7056,-89.5218
Adams,18001,Indiana,40.7457,-84.9366
Cowley,20035,Kansas,37.2377,-96.8375
Lincoln,31111,Nebraska,41.0477,-100.7453
Williams,38105,North Dakota,48.3437,-103.4802
Washington,48477,Texas,30.2145,-96.4034
Greenbrier,54025,West Virginia,37.947,-80.453
Wapello,19179,Iowa,41.0306,-92.4095
Fulton,17057,Illinois,40.4728,-90.2075
Madison,31119,Nebraska,41.9167,-97.6008
Scotland,37165,North Carolina,34.8409,-79.4804
Morrow,39117,Ohio,40.5241,-82.7941
Lincoln,40081,Oklahoma,35.703,-96.8809
Sioux,19167,Iowa,43.0826,-96.1779
Macon,37113,North Carolina,35.1505,-83.4221
Silver Bow,30093,Montana,45.9024,-112.6567
Brookings,46011,South Dakota,44.3697,-96.7905
Clark,55019,Wisconsin,44.7347,-90.6121
Halifax,51083,Virginia,36.7669,-78.9366
Fannin,48147,Texas,33.5938,-96.1069
Harvey,20079,Kansas,38.0432,-97.4272
Steuben,18151,Indiana,41.6439,-85.0009
Warren,29219,Missouri,38.7646,-91.1607
Seneca,36099,New York,42.7811,-76.8238
Lee,17103,Illinois,41.7461,-89.3003
Lincoln,28085,Mississippi,31.5324,-90.454
Morgan,17137,Illinois,39.7156,-90.2015
Lee,19111,Iowa,40.642,-91.4793
Lincoln,23015,Maine,44.0664,-69.5435
Panola,28107,Mississippi,34.3639,-89.9506
Pulaski,51155,Virginia,37.0636,-80.7144
Ford,20057,Kansas,37.6917,-99.888
Monroe,17133,Illinois,38.2784,-90.1773
Effingham,17049,Illinois,39.0598,-88.5899
Harris,13145,Georgia,32.736,-84.9089
Geary,20061,Kansas,39.0024,-96.7525
Becker,27005,Minnesota,46.9347,-95.674
Clarendon,45027,South Carolina,33.6658,-80.2164
Nicollet,27103,Minnesota,44.3499,-94.2474
Lincoln,47103,Tennessee,35.1405,-86.589
Putnam,39137,Ohio,41.0221,-84.1317
Hale,48189,Texas,34.0705,-101.8269
Transylvania,37175,North Carolina,35.2021,-82.7982
Whitley,18183,Indiana,41.1394,-85.5051
Preston,54077,West Virginia,39.4693,-79.6682
Chambers,01017,Alabama,32.9143,-85.392
Gibson,18051,Indiana,38.3119,-87.5846
Hot Spring,05059,Arkansas,34.3176,-92.946
Evangeline,22039,Louisiana,30.729,-92.4059
Weakley,47183,Tennessee,36.2983,-88.7178
Jasper,18073,Indiana,41.023,-87.1161
Miami,20121,Kansas,38.5635,-94.8381
Bladen,37017,North Carolina,34.6146,-78.5636
Botetourt,51023,Virginia,37.5571,-79.8123
Pike,01109,Alabama,31.8027,-85.9409
Wexford,26165,Michigan,44.3383,-85.5784
Lyon,20111,Kansas,38.4562,-96.1526
Platte,31141,Nebraska,41.5713,-97.5211
Marion,19125,Iowa,41.3344,-93.0994
Logan,54045,West Virginia,37.8315,-81.9353
Bureau,17011,Illinois,41.4041,-89.5287
Daviess,18027,Indiana,38.7024,-87.072
Emmet,26047,Michigan,45.521,-84.8908
Morrison,27097,Minnesota,46.0126,-94.2684
Lawrence,01079,Alabama,34.5217,-87.311
Caroline,24011,Maryland,38.8717,-75.8316
McCurtain,40089,Oklahoma,34.1154,-94.7713
Marshall,47117,Tennessee,35.4689,-86.765
Christian,17021,Illinois,39.5458,-89.2773
Iberville,22047,Louisiana,30.2585,-91.3493
Taos,35055,New Mexico,36.5783,-105.631
Rhea,47143,Tennessee,35.6087,-84.9244
Accomack,51001,Virginia,37.7643,-75.6333
Titus,48449,Texas,33.2166,-94.9657
Bee,48025,Texas,28.4174,-97.7412
Lafayette,29107,Missouri,39.0656,-93.7855
Montgomery,20125,Kansas,37.1925,-95.7429
Jackson,39079,Ohio,39.0196,-82.6184
Lumpkin,13187,Georgia,34.5722,-84.0027
Wakulla,12129,Florida,30.1673,-84.4007
Chester,45023,South Carolina,34.692,-81.1595
Randolph,17157,Illinois,38.0521,-89.8252
Henry,47079,Tennessee,36.3318,-88.3013
Clinton,18023,Indiana,40.3017,-86.4751
Juneau,02110,Alaska,58.4546,-134.1739
Jefferson,18077,Indiana,38.7858,-85.4385
Greene,18055,Indiana,39.0364,-86.962
Dorchester,24019,Maryland,38.4829,-76.0125
Bolivar,28011,Mississippi,33.7956,-90.8804
Amherst,51009,Virginia,37.6048,-79.1452
Polk,29167,Missouri,37.6165,-93.4005
Coos,33007,New Hampshire,44.6896,-71.3056
Claiborne,47025,Tennessee,36.4859,-83.6604
Wasatch,49051,Utah,40.3308,-111.1682
Pontotoc,28115,Mississippi,34.2254,-89.0374
Stone,29209,Missouri,36.7469,-93.456
Adams,31001,Nebraska,40.5245,-98.5012
Polk,27119,Minnesota,47.7739,-96.4019
Washington,23029,Maine,45.0306,-67.6288
Franklin,01059,Alabama,34.4417,-87.8437
Ottawa,40115,Oklahoma,36.8355,-94.8104
Jefferson Davis,22053,Louisiana,30.2677,-92.8141
Hardin,39065,Ohio,40.6616,-83.6595
Wabash,18169,Indiana,40.8457,-85.794
Pickens,13227,Georgia,34.4643,-84.4656
Knox,21121,Kentucky,36.8906,-83.854
Petersburg,51730,Virginia,37.2043,-77.3913
Huron,26063,Michigan,43.8334,-83.0232
Williamsburg,45089,South Carolina,33.6199,-79.7277
Marion,45067,South Carolina,34.0801,-79.3625
Marshall,54051,West Virginia,39.8606,-80.6634
Jefferson,53031,Washington,47.7489,-123.5952
Adams,28001,Mississippi,31.4829,-91.3535
Schoharie,36095,New York,42.5882,-74.4421
Marshall,21157,Kentucky,36.8834,-88.3294
Stark,38089,North Dakota,46.8107,-102.6551
Kleberg,48273,Texas,27.4337,-97.7273
Muhlenberg,21177,Kentucky,37.2158,-87.142
Morton,38059,North Dakota,46.7161,-101.2811
Lassen,06035,California,40.6736,-120.5943
Smyth,51173,Virginia,36.8438,-81.537
Mecklenburg,51117,Virginia,36.6804,-78.3627
Dillon,45033,South Carolina,34.3915,-79.3789
Clare,26035,Michigan,43.9879,-84.8478
Summit,08117,Colorado,39.6342,-106.1164
Vernon,55123,Wisconsin,43.5939,-90.8344
Delta,08029,Colorado,38.8614,-107.8629
McDonough,17109,Illinois,40.4562,-90.6779
Freeborn,27047,Minnesota,43.6738,-93.3488
Gilmer,13123,Georgia,34.6912,-84.4556
Malheur,41045,Oregon,43.1934,-117.6231
Caroline,51033,Virginia,38.0267,-77.3471
Obion,47131,Tennessee,36.3582,-89.1488
Elk,42047,Pennsylvania,41.4252,-78.6491
Caledonia,50005,Vermont,44.4647,-72.1022
Sheridan,56033,Wyoming,44.79,-106.8793
Gallia,39053,Ohio,38.8247,-82.3169
Sumter,13261,Georgia,32.0399,-84.197
Cass,48067,Texas,33.0775,-94.3436
Dunklin,29069,Missouri,36.2721,-90.0909
Lake,30047,Montana,47.6459,-114.0893
Franklin,23007,Maine,44.974,-70.444
Boyle,21021,Kentucky,37.6244,-84.8668
Marion,01093,Alabama,34.1366,-87.8871
Sanpete,49039,Utah,39.3739,-111.5763
Carroll,51035,Virginia,36.7316,-80.7339
Wayne,13305,Georgia,31.5514,-81.9167
Austin,48015,Texas,29.887,-96.2779
Lee,13177,Georgia,31.7796,-84.1412
Trempealeau,55121,Wisconsin,44.304,-91.3585
White,13311,Georgia,34.6464,-83.7471
Hancock,54029,West Virginia,40.5219,-80.5739
Stoddard,29207,Missouri,36.8556,-89.9443
Neshoba,28099,Mississippi,32.7535,-89.1176
Giles,47055,Tennessee,35.2021,-87.0348
Cass,27021,Minnesota,46.9496,-94.3254
Caddo,40015,Oklahoma,35.1744,-98.3751
Garrett,24023,Maryland,39.5289,-79.2729
Haralson,13143,Georgia,33.7942,-85.211
Pine,27115,Minnesota,46.1207,-92.7413
Leflore,28083,Mississippi,33.5505,-90.3011
Madison,13195,Georgia,34.1278,-83.209
Custer,40039,Oklahoma,35.6388,-99.0015
Park,56029,Wyoming,44.5205,-109.5879
Logan,17107,Illinois,40.1245,-89.3675
Mason,26105,Michigan,43.9952,-86.25
Randolph,54083,West Virginia,38.7748,-79.8758
Orange,50017,Vermont,44.0057,-72.3768
Jackson,54035,West Virginia,38.8345,-81.6748
Wythe,51197,Virginia,36.9171,-81.0787
Montgomery,17135,Illinois,39.231,-89.4789
Powhatan,51145,Virginia,37.5502,-77.9152
Ellis,20051,Kansas,38.9147,-99.3173
Jasper,45053,South Carolina,32.4367,-81.0315
Fredericksburg,51630,Virginia,38.2992,-77.4872
Fayette,39047,Ohio,39.5599,-83.4561
Marion,29127,Missouri,39.8059,-91.6224
Jones,13169,Georgia,33.0251,-83.5605
McPherson,20113,Kansas,38.3917,-97.648
Yazoo,28163,Mississippi,32.7803,-90.3964
Palo Pinto,48363,Texas,32.7532,-98.313
Marion,47115,Tennessee,35.1293,-85.622
Jefferson,16051,Idaho,43.8201,-112.3113
Alpena,26007,Michigan,45.0349,-83.6258
Morgan,08087,Colorado,40.2626,-103.8097
Union,28145,Mississippi,34.4905,-89.0039
Copiah,28029,Mississippi,31.8693,-90.4488
Dinwiddie,51053,Virginia,37.0759,-77.6323
Tate,28137,Mississippi,34.6503,-89.9448
Ripley,18137,Indiana,39.1035,-85.2624
Hocking,39073,Ohio,39.4971,-82.4793
Scott,28123,Mississippi,32.4064,-89.5376
Van Wert,39161,Ohio,40.8554,-84.5861
Le Sueur,27079,Minnesota,44.3714,-93.7301
Baker,12003,Florida,30.3311,-82.2846
Meade,21163,Kentucky,37.9697,-86.217
San Jacinto,48407,Texas,30.5795,-95.1669
Codington,46029,South Dakota,44.9779,-97.1886
Wells,18179,Indiana,40.7292,-85.2212
Pike,39131,Ohio,39.0773,-83.0668
Grimes,48185,Texas,30.5435,-95.9855
Henderson,47077,Tennessee,35.6542,-88.388
Glenn,06021,California,39.5982,-122.392
Cherokee,37039,North Carolina,35.1339,-84.0635
Carroll,05015,Arkansas,36.341,-93.5382
Winchester,51840,Virginia,39.1735,-78.1746
Carroll,47017,Tennessee,35.9732,-88.4503
Montgomery,21173,Kentucky,38.0335,-83.9131
Washington,18175,Indiana,38.6,-86.1053
Garvin,40049,Oklahoma,34.7046,-97.3093
Iroquois,17075,Illinois,40.7473,-87.8243
Adams,39001,Ohio,38.8456,-83.472
Lincoln,55069,Wisconsin,45.3374,-89.7346
San Miguel,35047,New Mexico,35.4804,-104.8158
Meade,46093,South Dakota,44.5668,-102.7169
Jennings,18079,Indiana,38.9969,-85.628
Grant,35017,New Mexico,32.7389,-108.3824
Del Norte,06015,California,41.7431,-123.8972
Union,45087,South Carolina,34.6893,-81.6194
Door,55029,Wisconsin,44.9473,-87.3135
Carroll,39019,Ohio,40.5796,-81.0897
Wyoming,42131,Pennsylvania,41.5184,-76.0166
Bradford,12007,Florida,29.9499,-82.1688
De Soto,22031,Louisiana,32.0554,-93.7372
Montgomery,37123,North Carolina,35.3325,-79.9055
Henry,39069,Ohio,41.3339,-84.0682
Monroe,13207,Georgia,33.0139,-83.9187
Mineral,54057,West Virginia,39.4147,-78.9438
Carter,21043,Kentucky,38.3182,-83.0495
Peach,13225,Georgia,32.5688,-83.8269
Russell,51167,Virginia,36.9339,-82.0954
Hardee,12049,Florida,27.4927,-81.81
Toombs,13279,Georgia,32.1216,-82.3312
Edgefield,45037,South Carolina,33.7722,-81.9664
Uvalde,48463,Texas,29.3573,-99.7623
Logan,21141,Kentucky,36.8597,-86.8789
Orleans,50019,Vermont,44.8288,-72.2437
Cibola,35006,New Mexico,34.9125,-107.9997
Simpson,28127,Mississippi,31.9132,-89.9195
Ashe,37009,North Carolina,36.4345,-81.5005
Mason,54053,West Virginia,38.7697,-82.0266
White,47185,Tennessee,35.9264,-85.4552
Bell,21013,Kentucky,36.7306,-83.6741
Marlboro,45069,South Carolina,34.602,-79.6786
Elmore,16039,Idaho,43.354,-115.4693
Harlan,21095,Kentucky,36.8569,-83.218
Decatur,13087,Georgia,30.8783,-84.579
Perry,21193,Kentucky,37.2443,-83.2215
Fluvanna,51065,Virginia,37.8419,-78.2773
Lewis,36049,New York,43.7847,-75.4488
Decatur,18031,Indiana,39.307,-85.5011
Juneau,55057,Wisconsin,43.9246,-90.1138
Gillespie,48171,Texas,30.318,-98.9466
Barton,20009,Kansas,38.479,-98.7565
Geneva,01061,Alabama,31.0951,-85.8391
Oceana,26127,Michigan,43.6409,-86.2676
Tillamook,41057,Oregon,45.4637,-123.7127
Johnson,05071,Arkansas,35.5701,-93.4599
Boone,19015,Iowa,42.0365,-93.9316
Currituck,37053,North Carolina,36.4031,-76.0059
Union,41061,Oregon,45.3102,-118.0088
Woodford,21239,Kentucky,38.0424,-84.7436
Grayson,21085,Kentucky,37.4608,-86.3439
Upson,13293,Georgia,32.8813,-84.2993
Clay,18021,Indiana,39.3928,-87.1158
King George,51099,Virginia,38.2733,-77.1572
Charlevoix,26029,Michigan,45.3022,-85.1263
Sunflower,28133,Mississippi,33.6023,-90.5886
Wasco,41065,Oregon,45.16,-121.1678
West Baton Rouge,22121,Louisiana,30.4634,-91.3127
Montezuma,08083,Colorado,37.3386,-108.5966
Lauderdale,47097,Tennessee,35.761,-89.6315
Cherokee,01019,Alabama,34.1759,-85.6038
St. Francis,05123,Arkansas,35.022,-90.7478
Cass,31025,Nebraska,40.9097,-96.1409
Mille Lacs,27095,Minnesota,45.938,-93.6301
McNairy,47109,Tennessee,35.1755,-88.5636
Hart,13147,Georgia,34.3508,-82.9642
Lyon,27083,Minnesota,44.4135,-95.839
Stephens,13257,Georgia,34.5539,-83.2935
Somerset,24039,Maryland,38.1158,-75.7518
Elbert,08039,Colorado,39.2866,-104.136
Hardin,47071,Tennessee,35.1987,-88.1845
Audrain,29007,Missouri,39.2157,-91.8416
Benton,19011,Iowa,42.0802,-92.0657
Allen,22003,Louisiana,30.6529,-92.8279
Morehouse,22067,Louisiana,32.8202,-91.8018
Texas,29215,Missouri,37.3173,-91.965
Taylor,21217,Kentucky,37.3665,-85.3279
Posey,18129,Indiana,38.0218,-87.8685
Franklin,20059,Kansas,38.5645,-95.2859
Lawrence,46081,South Dakota,44.3586,-103.7923
Hardeman,47069,Tennessee,35.2068,-88.9931
Dickinson,26043,Michigan,46.0091,-87.8702
Cheboygan,26031,Michigan,45.4465,-84.4999
Fannin,13111,Georgia,34.8641,-84.3198
Tattnall,13267,Georgia,32.0458,-82.0581
Adair,29001,Missouri,40.1906,-92.6007
Barbour,01005,Alabama,31.8696,-85.3932
Shelby,48419,Texas,31.7924,-94.145
Lamoille,50015,Vermont,44.6058,-72.6414
Salem,51775,Virginia,37.2864,-80.0555
Gladwin,26051,Michigan,43.9907,-84.3883
Prentiss,28117,Mississippi,34.6183,-88.5201
Miller,29131,Missouri,38.2145,-92.4284
Iosco,26069,Michigan,44.3558,-83.6359
Brown,27015,Minnesota,44.2421,-94.7276
Fayette,48149,Texas,29.8768,-96.9198
Cleburne,05023,Arkansas,35.5381,-92.0267
Nicholas,54067,West Virginia,38.2917,-80.7994
Routt,08107,Colorado,40.4851,-106.9913
Plymouth,19149,Iowa,42.7378,-96.2141
Jackson,40065,Oklahoma,34.588,-99.4148
Yates,36123,New York,42.6334,-77.1055
Marion,28091,Mississippi,31.2308,-89.8224
Grant,21081,Kentucky,38.6488,-84.6246
Randolph,18135,Indiana,40.1576,-85.0114
Anson,37007,North Carolina,34.9738,-80.1027
Randolph,29175,Missouri,39.4401,-92.4971
Bremer,19017,Iowa,42.7746,-92.3181
Washington,29221,Missouri,37.9617,-90.8774
Seminole,40133,Oklahoma,35.1675,-96.6155
Grady,13131,Georgia,30.8747,-84.2344
Hickman,47081,Tennessee,35.8032,-87.4733
Chattooga,13055,Georgia,34.475,-85.3453
Milam,48331,Texas,30.7863,-96.9768
Washington,12133,Florida,30.6106,-85.6653
Abbeville,45001,South Carolina,34.2226,-82.4592
Juniata,42067,Pennsylvania,40.5311,-77.4022
Dawson,13085,Georgia,34.4443,-84.1706
Teller,08119,Colorado,38.8822,-105.1618
Rowan,21205,Kentucky,38.1963,-83.4211
Upshur,54097,West Virginia,38.8978,-80.2334
Todd,27153,Minnesota,46.0706,-94.8976
Otsego,26137,Michigan,45.0214,-84.599
Lincoln,21137,Kentucky,37.4554,-84.6608
Aransas,48007,Texas,28.1249,-96.9934
Manistee,26101,Michigan,44.333,-86.0568
Staunton,51790,Virginia,38.1593,-79.0611
Mingo,54059,West Virginia,37.7264,-82.1347
Churchill,32001,Nevada,39.5809,-118.3358
Waushara,55137,Wisconsin,44.1131,-89.2429
Crawford,29055,Missouri,37.9764,-91.3039
White,18181,Indiana,40.7498,-86.8655
Clarke,01025,Alabama,31.6767,-87.8308
Butts,13035,Georgia,33.2879,-83.9572
Luna,35029,New Mexico,32.1822,-107.7498
Ohio,21183,Kentucky,37.4782,-86.8489
Hertford,37091,North Carolina,36.3591,-76.982
Saline,17165,Illinois,37.7531,-88.5407
Sabine,22085,Louisiana,31.564,-93.5546
Lee,51105,Virginia,36.7054,-83.1286
George,28039,Mississippi,30.8626,-88.644
Poinsett,05111,Arkansas,35.574,-90.663
Roscommon,26143,Michigan,44.3356,-84.6116
Pottawatomie,20149,Kansas,39.379,-96.3424
Macon,47111,Tennessee,36.532,-86.0073
Ouachita,05103,Arkansas,33.5934,-92.8819
Page,51139,Virginia,38.6194,-78.4844
Winston,01133,Alabama,34.1492,-87.3737
Columbia,05027,Arkansas,33.2143,-93.2273
Scott,18143,Indiana,38.6851,-85.7475
Dawson,31047,Nebraska,40.8699,-99.8196
Jerome,16053,Idaho,42.6899,-114.2639
Cassia,16031,Idaho,42.2839,-113.6001
Iowa,55049,Wisconsin,43.0005,-90.1354
Jefferson,41031,Oregon,44.6294,-121.1762
Fairfax,51600,Virginia,38.8531,-77.2998
Itawamba,28057,Mississippi,34.28,-88.3613
Limestone,48293,Texas,31.5455,-96.5805
Plaquemines,22075,Louisiana,29.4405,-89.6097
Panola,48365,Texas,32.1624,-94.3056
Hampshire,54027,West Virginia,39.3171,-78.6141
Osceola,26133,Michigan,43.9898,-85.3253
Union,13291,Georgia,34.8341,-83.9907
Teton,56039,Wyoming,43.9347,-110.5898
Payette,16075,Idaho,44.0067,-116.7608
Coahoma,28027,Mississippi,34.2292,-90.6027
Hood River,41027,Oregon,45.519,-121.651
Antrim,26009,Michigan,44.9991,-85.1402
Fayette,18041,Indiana,39.64,-85.1788
Sumner,20191,Kansas,37.2373,-97.4765
Meeker,27093,Minnesota,45.1231,-94.5273
Grainger,47057,Tennessee,36.2763,-83.5096
Meigs,39105,Ohio,39.0822,-82.0229
Menominee,26109,Michigan,45.58,-87.5566
Hockley,48219,Texas,33.6076,-102.3432
Crook,41013,Oregon,44.1422,-120.3566
Saline,29195,Missouri,39.1368,-93.2018
Houston,48225,Texas,31.3177,-95.4227
Starke,18149,Indiana,41.2809,-86.6476
Prince Edward,51147,Virginia,37.2243,-78.4411
Ray,29177,Missouri,39.3524,-93.9899
Goochland,51075,Virginia,37.7217,-77.916
Martin,37117,North Carolina,35.8432,-77.1092
Leake,28079,Mississippi,32.7535,-89.524
McDonald,29119,Missouri,36.6287,-94.3483
Franklin,18047,Indiana,39.4149,-85.0602
Franklin,13119,Georgia,34.3754,-83.2292
Yankton,46135,South Dakota,43.009,-97.3948
Crisp,13081,Georgia,31.9229,-83.7681
Caswell,37033,North Carolina,36.3932,-79.3335
Curry,41015,Oregon,42.4576,-124.1568
Randolph,01111,Alabama,33.2938,-85.4591
Johnson,21115,Kentucky,37.8466,-82.8315
Rockbridge,51163,Virginia,37.8145,-79.4473
Fairfield,45039,South Carolina,34.3951,-81.1212
Emanuel,13107,Georgia,32.5897,-82.3017
Burke,13033,Georgia,33.0611,-82.0009
Bibb,01007,Alabama,32.9986,-87.1265
Assumption,22007,Louisiana,29.9008,-91.0626
Brooke,54009,West Virginia,40.2739,-80.5765
Hopewell,51670,Virginia,37.2915,-77.2985
Asotin,53003,Washington,46.1918,-117.203
Gray,48179,Texas,35.4012,-100.8126
Anderson,21005,Kentucky,38.0039,-84.991
Clark,05019,Arkansas,34.051,-93.1764
Logan,08075,Colorado,40.7247,-103.1101
Blaine,16013,Idaho,43.4119,-113.9802
Boone,54005,West Virginia,38.023,-81.7112
Nodaway,29147,Missouri,40.3607,-94.8834
Union,22111,Louisiana,32.8318,-92.3748
Seward,20175,Kansas,37.1933,-100.8513
Grant,22043,Louisiana,31.5997,-92.5595
Letcher,21133,Kentucky,37.1212,-82.8553
Beckham,40009,Oklahoma,35.2687,-99.682
Mitchell,13205,Georgia,31.2253,-84.1943
Adair,40001,Oklahoma,35.8839,-94.6587
Bandera,48019,Texas,29.7472,-99.2463
Mahaska,19123,Iowa,41.3352,-92.6409
Waynesboro,51820,Virginia,38.0674,-78.9014
Washington,19183,Iowa,41.3356,-91.7179
Overton,47133,Tennessee,36.345,-85.2881
Tippah,28139,Mississippi,34.7684,-88.9089
Pointe Coupee,22077,Louisiana,30.7094,-91.6008
Wyandot,39175,Ohio,40.8424,-83.3044
Scott,47151,Tennessee,36.4285,-84.5035
Jersey,17083,Illinois,39.0855,-90.3565
Scott,51169,Virginia,36.7143,-82.6029
Taylor,12123,Florida,30.047,-83.6035
Hempstead,05057,Arkansas,33.7353,-93.6685
Buchanan,51027,Virginia,37.2666,-82.036
